Libraries,Statistics,Basic maths,supervised algorithms,unsupervised algorithms,semi-supervised algorithms,reinforced algorithm,ML score
1,0,1,1,1,1,1,80.74
1,0,1,0,0,0,1,69.65
1,1,0,0,0,1,0,72.93
0,1,1,1,0,0,0,82.29
0,0,0,0,0,1,0,74.34
0,0,0,0,0,0,1,74.08
1,0,0,0,1,1,1,75.78
0,0,1,1,1,0,1,81.11
0,1,1,0,1,1,0,74.13
1,0,0,0,1,1,1,73.26
0,1,1,1,1,0,0,72.56
0,1,0,1,1,1,0,77.03
0,0,0,0,0,1,0,83.73
1,0,0,0,1,0,0,76.08
1,1,0,0,1,0,1,78.35
1,0,1,1,1,1,1,79.2
1,1,1,1,1,1,1,80.45
0,0,0,0,0,0,1,85.39
1,1,0,0,1,0,1,75.69
1,0,1,0,0,0,1,74.94
1,0,0,1,0,1,0,83.54
0,1,1,1,1,1,1,76.58
0,1,1,0,1,1,0,78.86
0,1,0,1,0,0,0,85.82
1,1,0,0,1,0,0,82.89
1,1,0,1,1,1,1,79.82
0,0,0,1,0,1,1,73.02
1,1,0,1,0,0,1,81.29
0,1,1,1,0,0,0,78.29
0,0,1,1,1,0,0,77.76
1,0,1,0,1,0,0,82.04
0,1,1,0,1,0,0,83.4
0,1,0,1,0,0,0,82.45
1,1,0,1,0,1,1,81.84
1,1,1,1,0,0,1,78.81
0,0,1,1,0,0,0,75.08
1,0,0,0,0,0,0,75.74
1,0,1,0,0,1,1,76.88
0,1,1,0,0,0,0,78.81
0,0,1,0,0,0,1,77.65
1,0,0,0,0,1,1,74.4
1,0,0,1,1,1,0,69.64
1,1,1,1,1,0,1,78.71
0,1,1,1,1,0,1,72.16
0,1,0,0,0,1,0,78.55
1,0,0,0,1,1,1,75.66
0,0,1,0,0,0,1,81.47
0,0,1,1,1,1,0,75.42
1,1,1,0,0,1,1,81.79
0,0,1,1,0,1,0,81.76
1,1,0,1,0,1,1,73.74
0,1,1,1,1,0,0,74.82
1,1,1,0,1,0,1,71.53
1,0,1,1,1,1,1,81.1
1,1,1,1,0,0,1,79.35
0,0,1,0,0,1,1,70.1
0,0,0,0,0,0,1,79.87
0,1,0,0,0,1,0,75.89
0,0,1,1,1,0,1,78.46
0,1,1,0,0,1,1,78.13
1,0,1,1,1,1,1,75.65
1,0,0,0,0,1,0,71.81
1,0,1,0,0,0,1,73.93
1,1,0,0,0,1,0,64.92
0,1,1,0,1,0,1,66.61
0,1,0,1,0,0,0,67.03
1,0,1,0,1,1,0,80.24
1,0,1,1,1,0,0,77.95
0,0,0,0,0,0,0,74.85
0,1,1,0,0,0,1,75.88
1,0,0,1,1,1,0,77.89
1,0,0,1,1,1,0,84.16
1,0,1,1,1,0,1,81.1
1,0,1,0,0,1,0,78.2
0,1,1,1,1,0,1,80.22
0,1,0,1,0,0,1,75.97
1,0,1,1,1,1,0,75.94
1,0,1,0,0,1,1,74.65
0,0,1,0,1,1,0,82.71
1,1,0,0,0,0,0,80.61
0,0,0,0,1,0,1,68.54
0,1,1,0,0,1,1,83.94
0,0,0,1,1,1,1,77.69
1,1,1,1,1,1,0,69.87
0,0,0,1,1,0,1,86.98
1,0,1,0,1,0,1,78.56
0,0,0,1,0,1,1,76.0
0,1,0,1,0,1,0,77.23
1,1,0,0,1,0,0,78.13
1,0,1,1,0,1,1,78.42
1,1,0,1,0,0,1,82.67
0,0,0,1,1,0,1,76.1
0,0,1,0,1,0,0,81.01
1,0,1,1,0,0,0,71.64
1,0,0,1,1,0,0,75.33
1,0,1,0,0,0,0,74.18
0,1,0,0,0,0,0,88.45
0,1,0,1,1,1,0,70.67
0,0,1,0,1,1,1,79.21
1,0,0,1,0,0,1,73.69
0,0,0,1,0,0,0,80.29
0,0,1,1,1,0,0,81.34
0,0,0,0,1,0,1,71.71
0,1,1,0,1,0,0,78.79
1,0,1,1,1,0,1,71.81
1,1,0,0,0,1,0,76.85
0,1,0,0,1,1,0,78.98
0,1,1,0,1,1,1,70.96
0,0,0,0,0,0,1,77.54
0,0,1,0,1,0,0,77.64
1,0,1,1,1,1,0,79.05
0,1,1,0,1,0,1,76.69
1,0,1,0,0,1,0,68.74
1,1,0,1,1,1,1,75.01
0,1,1,0,0,0,0,88.17
1,1,0,1,0,0,1,68.57
0,0,0,1,0,1,1,77.48
1,0,0,0,1,0,1,76.38
1,1,0,1,1,1,0,75.58
1,0,1,0,1,0,1,86.5
0,1,0,0,1,0,0,69.4
0,1,1,1,0,1,0,70.97
0,0,0,0,0,1,0,75.02
0,0,1,0,0,0,1,73.92
0,1,0,1,0,0,1,79.38
1,1,0,0,1,0,0,80.38
1,1,0,0,0,0,0,65.83
0,0,1,1,0,1,1,87.3
0,0,1,1,1,0,1,81.51
0,0,0,0,0,1,0,72.81
1,1,1,0,0,1,0,81.28
1,1,1,0,1,0,1,71.2
1,0,1,1,0,1,0,81.3
0,0,0,0,1,1,1,74.05
1,1,1,0,0,1,1,72.0
1,0,1,0,0,0,1,83.09
1,1,0,0,1,0,0,75.32
0,1,1,1,0,0,1,74.32
1,0,0,0,0,1,1,79.98
0,1,0,0,1,0,1,83.0
0,0,0,1,0,1,0,75.61
1,0,1,0,1,0,1,68.57
1,1,0,1,1,0,1,81.08
1,1,1,1,1,0,1,72.91
0,0,1,1,1,1,1,77.31
1,1,1,0,0,0,1,82.26
0,0,0,1,1,1,0,79.82
1,1,1,0,0,0,0,78.48
1,0,0,1,0,0,0,74.26
1,0,1,1,0,1,1,79.01
1,0,0,0,1,1,1,68.97
0,1,1,0,0,1,0,76.09
1,0,0,1,0,1,0,79.29
1,0,1,1,0,0,1,69.1
1,1,1,1,1,1,1,74.37
1,1,0,1,0,1,1,82.5
1,0,1,1,1,0,0,77.58
0,0,1,0,1,0,0,74.3
0,1,1,0,0,1,0,81.76
0,1,1,1,1,1,0,75.29
1,0,0,1,0,0,0,78.35
1,0,1,1,0,1,1,73.92
0,0,1,1,1,1,0,84.76
1,0,0,0,1,0,0,77.62
0,1,0,1,1,1,0,83.88
1,0,1,1,1,0,0,74.02
0,0,1,0,1,0,1,78.36
0,1,1,1,1,0,0,76.14
1,0,0,1,0,0,1,78.94
1,1,0,1,1,0,1,77.62
1,0,1,1,1,1,1,77.15
1,0,0,1,1,0,1,85.09
1,0,1,0,1,1,0,74.63
1,0,1,1,0,0,0,86.64
1,0,1,1,0,1,0,74.13
1,1,0,1,1,1,1,77.1
1,0,1,1,1,0,0,82.21
1,1,1,1,0,1,0,74.65
1,1,1,1,0,0,1,82.28
1,0,0,1,0,0,1,66.48
0,0,1,0,0,1,0,73.86
1,0,1,0,1,0,1,83.35
1,0,1,1,1,0,0,76.59
1,1,0,0,1,0,0,84.09
1,1,0,0,1,0,0,74.07
1,1,1,1,0,1,1,73.61
1,1,0,1,1,1,1,81.58
0,0,0,0,1,1,1,87.14
1,1,0,0,0,1,0,78.01
1,1,0,1,1,0,1,76.79
1,1,1,1,0,1,0,84.84
1,1,1,1,1,1,0,82.75
0,1,0,1,0,0,1,79.56
1,1,0,0,1,0,1,77.53
1,1,1,1,1,0,1,73.42
1,1,0,1,0,0,0,81.5
0,1,1,1,0,0,1,69.43
0,0,1,1,0,1,1,78.36
1,1,0,1,0,1,1,79.36
0,0,1,1,0,0,1,78.43
0,0,1,1,1,1,1,78.99
0,0,1,0,1,1,1,82.63
0,0,0,0,0,1,0,71.25
0,0,1,0,1,0,1,73.44
0,1,0,1,0,0,1,70.39
0,0,1,0,0,1,0,84.79
1,1,1,1,0,0,1,82.15
0,0,0,1,0,1,1,78.44
1,0,0,0,1,1,1,82.72
0,0,0,0,0,1,1,76.74
1,1,0,1,0,0,0,76.37
0,0,1,1,1,1,0,76.94
1,0,1,1,1,1,1,70.31
1,1,1,1,0,1,1,75.72
0,0,0,1,0,0,1,76.07
1,0,0,1,1,1,1,74.62
1,0,0,0,0,0,0,83.22
0,0,1,1,1,1,0,77.35
1,1,1,1,1,0,0,72.6
1,0,0,1,0,0,0,83.46
1,0,1,0,0,0,0,87.7
1,1,0,1,0,1,1,86.51
1,1,0,0,1,1,0,86.11
1,1,1,0,0,0,1,73.89
0,0,0,0,0,0,1,92.74
0,0,1,0,0,0,0,78.27
0,0,1,0,1,0,0,81.98
0,0,0,1,0,0,1,77.85
1,0,1,1,0,1,1,82.45
1,1,0,0,0,1,0,84.38
1,0,0,0,0,0,0,82.4
1,1,1,0,1,1,0,81.69
0,1,1,0,1,1,1,80.0
1,0,1,0,0,0,1,86.96
1,1,0,1,0,1,0,76.77
0,0,1,1,1,0,0,74.82
0,1,0,0,0,1,1,75.5
0,0,0,1,0,1,0,64.01
1,1,1,0,1,1,1,81.31
0,1,0,0,1,0,0,88.61
1,0,0,0,1,0,0,83.81
1,0,0,0,1,1,0,71.41
1,1,0,0,0,0,1,77.71
1,0,1,1,0,1,1,80.2
0,1,1,1,0,0,0,76.6
0,0,1,0,0,1,0,77.3
0,0,0,1,0,1,0,85.02
1,0,0,1,0,0,0,80.84
1,0,1,0,1,0,0,82.45
0,0,0,0,0,0,1,75.3
1,1,1,1,1,0,1,79.16
0,1,0,1,0,0,1,85.51
0,0,0,0,0,1,0,85.27
1,0,1,0,1,0,0,72.06
1,1,0,0,0,0,0,84.73
1,1,0,1,0,1,1,79.82
0,1,1,0,1,1,1,73.18
0,0,1,1,1,1,1,84.94
1,1,0,0,1,0,1,76.3
0,0,1,0,0,0,1,78.9
0,1,1,1,1,1,1,90.05
1,0,1,0,1,1,1,80.97
0,1,1,0,1,0,0,81.69
0,1,1,0,0,1,0,85.46
1,0,0,0,1,1,1,73.19
0,1,0,1,0,1,0,80.82
1,0,1,0,0,1,1,73.86
0,1,0,0,1,1,0,77.19
1,0,1,0,1,1,1,78.17
0,0,0,1,0,1,0,81.45
0,0,0,0,0,0,0,84.95
0,1,1,0,0,1,0,78.46
1,1,1,1,1,0,0,84.98
1,0,0,0,0,1,1,70.29
0,1,0,0,0,0,1,86.17
0,1,1,1,1,1,0,86.33
1,1,0,1,1,0,0,76.5
0,0,1,0,1,0,1,76.54
1,1,0,1,0,1,1,76.96
1,1,0,1,0,1,0,77.54
1,0,1,1,0,1,0,73.75
0,1,1,0,1,1,1,74.59
0,1,0,1,1,0,0,76.86
0,1,0,0,1,1,0,67.38
0,0,1,1,1,0,0,72.03
0,1,0,0,0,0,1,77.62
1,0,0,0,0,1,1,73.92
1,1,0,1,1,0,0,76.83
1,0,0,1,0,0,0,93.37
0,0,0,0,0,1,1,71.04
0,1,1,0,1,1,0,85.33
1,1,0,1,1,0,1,75.57
1,0,0,0,1,1,1,75.03
0,0,1,1,1,0,1,73.33
0,1,1,0,1,1,0,77.46
1,0,1,1,1,1,1,76.71
0,0,1,1,1,0,0,81.02
0,1,0,0,0,1,1,80.27
0,0,1,0,0,1,0,73.48
1,0,1,1,1,0,0,83.93
1,0,0,1,1,0,1,77.92
1,0,0,0,0,1,0,72.22
1,0,0,1,1,0,1,79.72
1,0,0,0,0,1,0,73.27
1,0,0,0,1,1,0,79.64
1,0,1,0,1,1,0,81.47
1,0,0,1,0,0,1,74.02
0,1,0,0,0,1,0,83.99
0,0,1,0,0,0,0,82.71
1,1,1,0,0,1,1,85.13
0,1,1,1,1,1,1,82.76
0,1,0,1,0,0,1,75.65
0,0,0,0,0,0,0,77.95
0,1,0,0,0,1,0,81.54
1,0,0,0,0,1,0,79.31
1,1,0,0,0,1,1,85.52
1,0,0,1,1,1,0,74.51
0,1,0,0,1,1,1,73.61
1,1,1,1,0,1,0,83.92
1,0,1,1,1,1,0,82.63
1,1,1,1,0,1,0,78.11
0,0,1,1,1,1,1,77.66
1,1,0,1,0,0,0,77.09
0,1,0,1,0,1,0,72.93
1,0,0,0,1,0,0,88.06
1,0,1,0,1,1,0,79.17
0,0,0,1,0,1,0,74.18
1,0,0,0,0,0,1,74.86
1,1,1,1,1,1,1,80.39
0,0,0,1,0,1,0,78.73
1,1,0,0,0,1,1,76.61
1,1,1,0,1,1,1,82.08
0,1,0,0,0,1,1,75.37
1,1,0,0,1,0,0,78.45
0,1,0,1,0,1,0,78.82
0,0,1,0,0,0,1,75.28
1,0,1,0,1,0,1,84.41
0,1,0,1,0,0,1,75.3
0,1,1,1,1,1,0,76.43
0,1,0,0,0,1,0,73.66
1,0,0,0,0,1,0,77.52
0,0,0,1,1,1,1,85.9
0,0,0,1,0,0,1,76.14
0,0,1,0,1,0,0,80.95
0,0,1,1,0,0,0,75.0
0,1,0,1,1,0,0,76.4
1,1,0,1,0,1,1,82.26
0,0,1,0,1,1,0,65.66
1,0,0,1,1,1,1,65.84
1,1,1,0,1,1,0,74.1
1,1,0,1,1,0,0,80.01
1,1,0,1,0,1,0,84.03
1,1,1,1,1,0,1,81.65
0,0,1,0,1,0,1,75.27
1,1,1,0,0,1,0,73.94
0,0,0,1,1,0,1,80.82
0,1,1,1,0,0,0,75.52
1,0,1,1,1,1,1,82.48
1,1,1,0,0,1,1,74.96
1,1,1,0,1,1,1,74.42
0,0,1,0,0,0,1,83.15
1,1,1,0,1,1,0,75.54
1,1,1,0,0,0,1,83.32
1,1,0,1,0,0,1,74.67
0,0,0,1,1,0,1,81.69
0,1,0,1,0,1,1,73.95
0,0,0,0,1,0,0,78.41
0,1,0,1,1,1,0,74.6
0,1,0,0,0,1,1,80.09
0,1,0,0,0,0,1,80.68
0,1,0,1,1,1,1,83.23
1,1,0,0,0,1,0,76.36
0,1,1,0,0,1,0,81.68
1,1,0,0,1,0,1,78.75
1,0,0,0,0,1,1,75.55
1,1,0,0,0,1,0,81.76
0,0,0,0,0,0,1,68.82
1,1,1,1,0,1,0,73.57
1,0,1,1,0,0,0,84.14
1,0,1,0,0,0,1,75.67
1,1,0,1,1,0,0,70.13
1,0,1,1,0,1,0,81.51
0,1,0,1,1,0,0,76.19
1,1,1,1,0,1,0,71.53
0,1,0,1,1,0,1,80.89
0,0,0,1,1,1,0,76.73
1,0,0,1,0,0,1,83.52
1,1,1,0,1,0,0,85.31
0,1,1,1,0,0,1,82.9
1,0,0,0,1,0,0,78.97
1,1,0,0,0,0,0,82.82
1,1,1,0,1,0,1,79.49
0,0,0,1,1,1,0,83.71
1,1,0,0,0,0,1,87.85
1,1,0,1,1,0,1,75.82
0,0,0,0,1,1,1,76.68
0,0,1,0,1,0,0,84.98
1,1,0,1,0,1,1,82.91
1,1,1,0,1,0,0,76.94
0,1,1,1,0,0,1,69.16
0,1,0,0,1,1,0,79.67
1,0,0,1,0,0,1,75.12
0,0,1,0,1,1,0,70.36
1,0,0,1,0,0,0,74.66
1,0,1,1,1,1,0,79.41
0,1,0,0,1,0,1,76.38
0,0,1,1,0,1,1,73.53
0,1,1,1,0,1,0,83.47
1,1,1,0,1,1,1,70.24
1,1,0,0,1,1,0,82.23
1,0,1,1,1,0,0,72.15
0,0,0,1,0,1,1,75.5
1,1,0,0,0,0,0,75.28
1,0,0,0,0,0,0,70.72
1,0,0,1,1,0,1,78.7
0,1,0,0,0,1,1,75.97
1,1,0,0,1,0,1,86.26
1,0,0,0,1,0,1,83.55
0,0,1,1,1,1,0,70.63
1,1,1,1,0,0,0,82.53
1,0,0,0,1,0,0,80.44
0,0,0,1,1,1,0,84.17
0,0,0,1,1,0,1,80.63
1,0,0,0,0,0,1,75.65
1,0,1,0,0,0,1,68.98
0,1,0,0,0,1,0,81.0
1,1,1,1,1,0,0,86.36
0,0,1,1,1,0,0,83.25
1,0,1,1,0,1,0,78.05
0,1,0,1,1,1,1,83.36
0,0,0,0,0,0,1,74.31
0,1,1,1,1,1,1,74.8
1,0,1,0,1,0,1,73.21
0,0,1,0,0,1,1,72.65
1,1,1,0,1,0,0,74.53
1,0,1,0,1,1,0,79.44
1,0,0,0,0,0,0,78.64
0,1,0,1,0,0,0,78.6
1,1,0,0,0,1,0,80.35
1,1,0,1,1,1,1,73.1
1,1,0,0,1,1,1,77.52
0,0,1,1,0,1,1,76.96
1,0,1,0,0,1,1,78.88
0,0,0,1,1,0,1,75.12
0,1,0,0,0,0,0,73.51
1,1,1,0,0,0,1,80.53
1,1,0,1,1,1,0,66.45
1,0,1,0,0,0,1,81.81
1,0,1,0,0,1,0,76.7
1,0,1,1,0,0,0,65.77
1,0,0,1,1,1,1,74.75
0,0,0,0,0,0,1,82.07
0,0,0,0,1,1,0,85.22
1,0,1,1,1,1,1,80.06
1,1,0,1,0,0,0,85.17
1,1,0,1,0,1,0,79.35
1,0,1,1,1,0,0,76.73
1,0,1,1,0,0,0,80.97
0,0,1,0,0,0,1,80.0
1,0,0,0,1,0,0,75.78
0,0,1,0,1,1,1,76.88
0,0,0,0,0,1,1,76.35
0,1,1,1,1,0,0,72.33
0,1,1,0,1,0,1,73.81
0,1,0,1,0,1,0,73.17
1,1,1,0,1,1,0,74.45
1,1,1,1,1,0,0,76.92
0,1,0,1,1,1,1,80.37
1,0,0,0,0,0,1,74.71
0,0,0,1,0,0,0,89.22
0,1,0,0,0,1,0,81.57
0,1,0,1,1,0,0,81.21
0,1,1,0,0,1,0,80.57
0,0,0,0,0,1,1,70.79
1,1,0,0,0,0,1,72.08
1,1,0,0,0,1,0,81.03
0,1,1,1,1,1,0,67.87
0,1,1,0,0,1,1,77.9
1,1,0,1,0,0,1,79.21
1,1,1,1,0,0,0,79.25
1,1,0,0,0,1,1,74.87
0,0,1,0,1,1,0,77.06
0,1,0,0,0,0,0,85.43
0,0,0,0,1,0,1,91.89
0,0,0,1,0,1,1,77.75
1,1,1,0,0,1,0,78.79
0,0,0,1,0,1,0,85.78
1,0,1,1,0,1,0,77.68
0,1,0,1,1,0,1,78.99
0,0,1,1,0,1,0,81.12
0,0,1,0,0,0,1,65.87
1,0,1,1,1,1,0,86.18
1,1,1,0,1,0,0,75.87
0,1,1,0,1,0,1,74.91
0,1,0,0,0,1,1,76.69
1,1,0,1,1,0,0,81.36
0,0,0,1,0,1,0,74.13
1,0,1,1,1,1,1,83.05
1,1,0,0,1,0,0,77.91
0,1,0,1,1,1,0,83.53
1,1,1,0,1,1,0,68.42
0,0,1,1,1,1,0,70.28
0,1,1,1,0,0,0,72.12
0,1,0,1,1,0,0,83.2
1,0,1,0,0,1,0,67.52
0,1,0,1,0,1,0,81.99
1,1,1,1,0,1,0,71.85
1,1,1,1,1,0,0,75.46
1,0,0,0,1,0,0,78.48
0,1,0,1,1,0,1,78.42
0,1,1,1,0,0,1,74.1
1,0,0,1,1,1,1,75.83
0,0,1,0,1,1,1,72.92
1,0,0,1,0,1,1,77.17
0,1,1,1,0,1,1,80.43
1,0,1,0,0,0,0,77.81
0,1,1,1,0,1,1,81.22
1,1,0,0,1,1,1,83.4
1,0,1,1,1,1,0,72.03
0,0,1,0,1,0,0,87.04
0,0,1,0,1,1,1,85.88
0,0,0,1,1,0,0,71.21
1,1,1,0,0,0,0,78.96
0,1,1,1,0,1,0,72.35
0,0,0,1,1,0,0,81.96
0,1,1,0,0,0,1,81.19
1,0,1,0,0,0,0,79.83
1,1,1,0,0,0,0,76.98
0,0,0,0,1,0,0,77.22
1,0,0,0,1,1,0,85.22
0,0,0,1,0,1,1,74.52
0,0,0,1,1,1,0,78.76
1,0,0,1,0,0,0,85.0
0,1,0,1,1,0,1,78.46
0,0,0,1,0,0,1,84.65
1,1,1,0,1,1,1,79.59
1,1,1,1,0,1,0,77.14
1,0,0,1,1,1,0,83.58
0,1,1,1,1,0,0,78.72
0,1,0,1,1,1,1,67.69
1,1,0,1,1,0,1,70.96
0,0,0,0,1,0,1,75.94
0,1,1,0,1,0,0,77.79
0,0,0,0,0,0,1,80.99
0,0,1,1,0,1,0,79.05
1,1,1,0,0,0,1,81.68
0,1,1,0,0,0,0,80.46
1,0,0,1,1,0,1,73.43
0,1,0,0,0,0,1,76.21
1,0,0,1,0,1,1,74.1
1,1,1,0,0,0,1,75.43
0,1,0,0,1,1,0,83.5
1,1,1,1,1,0,0,84.77
1,1,1,1,1,1,1,71.5
1,0,0,0,1,0,1,78.09
1,0,0,1,0,0,0,78.64
0,1,0,1,1,0,0,71.31
1,0,1,0,0,1,0,71.47
1,1,0,1,0,0,1,84.2
1,1,0,1,1,1,1,76.14
0,0,1,1,0,1,0,81.59
1,1,0,1,0,0,0,69.1
0,0,1,1,0,0,0,76.86
0,1,0,1,0,0,1,81.57
1,0,0,1,0,1,0,77.72
0,0,1,0,0,0,1,76.82
0,1,0,1,1,0,1,76.69
1,1,1,1,0,1,1,75.32
0,1,1,1,1,1,0,70.33
1,1,0,0,1,1,0,81.36
1,0,0,1,1,0,0,76.71
0,1,1,1,1,1,0,67.63
0,1,0,1,1,1,0,72.67
0,0,1,0,1,0,0,81.68
0,1,0,0,1,0,1,79.27
1,1,1,1,1,1,0,78.52
1,1,0,1,0,0,0,91.07
1,0,1,1,1,0,0,79.02
0,0,1,0,1,1,1,72.88
0,1,1,0,0,0,1,90.52
0,0,1,0,0,1,1,72.67
0,0,0,1,1,1,1,75.24
0,0,1,1,1,1,0,72.88
0,0,0,1,1,1,1,69.31
0,1,0,1,1,0,1,70.94
1,1,1,1,0,1,1,79.68
1,1,0,1,0,0,0,75.42
0,0,1,1,0,1,1,70.33
1,1,0,0,1,0,0,75.74
0,1,1,0,1,1,0,84.9
0,1,0,1,0,0,0,78.36
0,0,0,0,1,1,0,73.62
0,1,0,0,1,1,1,86.64
0,1,1,0,1,0,1,86.39
1,0,1,0,0,0,1,87.68
0,0,0,1,1,1,1,73.56
0,1,0,1,0,0,1,74.86
0,0,1,1,0,1,1,84.12
1,1,1,0,0,0,0,69.64
0,0,0,0,1,0,1,83.47
0,1,1,0,1,1,0,71.55
1,1,0,0,1,1,1,80.64
0,1,1,1,0,0,0,74.75
1,0,1,1,1,1,0,83.99
1,1,0,1,0,0,1,78.68
1,0,0,0,0,0,0,80.52
0,0,1,0,1,0,1,76.78
0,0,1,0,1,0,1,78.57
1,0,1,1,0,0,0,79.56
1,0,1,1,1,1,0,80.34
1,0,0,0,1,1,1,77.95
0,1,1,0,1,0,0,78.3
0,0,1,0,0,1,0,67.93
1,1,1,0,0,0,0,75.59
1,0,0,0,0,0,0,80.72
0,0,1,1,0,1,1,80.22
0,0,1,0,0,0,1,75.05
0,0,1,1,0,0,1,76.7
0,0,1,0,0,1,1,79.97
1,0,0,1,1,0,1,72.49
0,0,0,1,1,0,0,73.39
1,1,1,1,0,1,0,73.33
1,0,0,1,1,1,1,75.93
1,0,0,1,1,1,0,73.52
1,1,1,0,1,1,0,85.37
0,1,1,0,1,0,1,70.25
1,0,1,0,1,1,0,74.94
0,0,0,1,0,1,1,78.99
0,0,1,1,1,1,1,79.56
0,0,1,0,1,1,0,75.19
0,0,0,0,0,1,0,76.45
0,0,0,0,0,1,1,85.18
0,1,0,1,1,1,0,84.88
0,0,1,1,0,0,1,77.99
0,1,1,0,0,1,1,83.44
1,0,1,0,1,0,0,62.59
1,0,1,1,0,0,1,73.65
0,0,0,1,0,0,0,72.93
0,1,1,0,1,1,1,79.79
1,1,0,0,1,0,0,77.89
1,1,0,1,1,1,1,72.56
0,1,1,1,0,0,0,72.18
0,1,0,1,0,0,1,81.27
1,1,0,0,1,0,0,78.67
0,1,0,1,0,1,1,83.99
0,1,0,0,0,0,1,77.57
0,1,1,0,1,0,0,71.67
1,1,0,0,0,1,0,83.8
1,0,1,1,1,0,0,70.47
1,1,0,1,0,1,1,79.81
1,1,0,0,0,1,0,74.39
0,1,0,1,1,1,0,83.1
1,1,0,0,0,0,1,78.74
1,0,1,1,1,0,0,72.69
1,1,0,0,1,0,0,74.78
0,0,0,0,0,0,0,78.42
1,0,0,1,0,1,0,83.2
1,0,1,0,1,0,1,78.47
1,0,0,0,0,0,0,82.68
1,1,0,1,1,1,0,84.86
1,0,1,0,0,1,1,74.97
0,0,1,0,0,1,0,82.32
1,1,1,0,1,1,1,77.73
1,1,1,0,1,0,1,74.11
0,1,1,0,1,1,0,75.66
1,0,0,1,0,1,0,80.19
1,0,1,1,0,0,1,60.81
0,1,0,0,1,1,1,82.33
0,0,0,1,1,0,1,69.77
1,1,1,1,1,0,0,84.21
0,1,1,1,1,0,0,81.41
1,1,1,1,1,0,0,81.97
0,1,0,0,1,0,0,71.01
1,1,0,1,0,1,1,84.09
0,0,1,1,0,0,0,84.2
0,0,0,0,1,0,0,69.59
0,0,0,1,0,1,0,81.82
0,0,0,1,0,0,1,81.8
1,1,1,0,0,0,0,80.24
0,1,1,1,1,0,1,88.21
1,1,0,1,0,1,0,74.12
